,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
442,Haikaiss,Gangorra,32z2XMNAqSNOB9lAxctyce,65,0.772,0.813,8,-3.66,1,0.236,0.0542,1.47e-06,0.181,0.684,90.061,227222,4
443,Jão,VSF,6rL40EhmdDeEeqS0FDZ9Ab,65,0.802,0.605,1,-5.059,0,0.0302,0.341,0.0,0.647,0.827,110.018,236921,4
444,João Bosco & Vinicius,Bebida e Fumaça - Ao Vivo,05moWvlRi0L96PzqKdeLPG,65,0.619,0.864,2,-5.232,1,0.0388,0.386,0.0,0.467,0.677,150.139,168625,4
445,Pineapple StormTv,Deuses Ateus,2bmZbNn2qPsgwcTt98e67c,65,0.485,0.772,9,-6.351,0,0.125,0.105,0.0,0.0383,0.304,113.582,351628,5
446,Ferrugem,Vai não (Participação especial de Zé Neto & Cristiano) - Ao vivo,243ITtqQPTpAG4GaBCVNb7,65,0.506,0.719,1,-5.714,0,0.0434,0.56,0.0,0.982,0.614,147.547,173440,4
447,Chemical Surf,I'm About,4JJJQlRfsAesnvfJFmm7Vw,65,0.737,0.719,5,-5.554,0,0.0699,0.00657,0.761,0.165,0.398,124.002,147218,4
448,Jão,Essa Eu Fiz Pro Nosso Amor,4JwwAxvprUGhrecdjSjfHN,65,0.822,0.39,0,-9.324,1,0.0868,0.612,0.0,0.11,0.625,129.895,194567,4
449,Paula Mattos,Boa sorte (feat. Dilsinho),5AZcKxEivxaQE5iFO5xFT2,65,0.6,0.834,9,-4.804,1,0.0975,0.681,0.0,0.15,0.71,163.845,162638,4
450,Camila Cabello,Living Proof,1jg9clsGCDqOumfS0X5xm9,84,0.735,0.514,7,-5.464,1,0.082,0.109,0.0,0.359,0.517,77.566,194440,4
451,Now United,Who Would Think That Love?,6nzp3cDYduF6UGjZb1ry3t,65,0.722,0.722,5,-6.423,1,0.0454,0.112,3.43e-06,0.269,0.76,107.925,237262,4
452,Analaga,Lençol Dobrado - Remix,773R7bnC6PT3JQbrIID9sm,65,0.736,0.876,11,-3.255,0,0.0343,0.13,0.00154,0.0871,0.623,140.01,202286,4
453,Rashid,Sobrou Silêncio,4ygXJj7Mpn9y8nxhDRufaY,64,0.825,0.765,11,-5.028,0,0.12,0.369,0.0,0.321,0.277,92.052,192717,4
454,Israel & Rodolffo,Conselho - Ao Vivo,7o6mPqSSF4AqyoljLLfYz6,65,0.871,0.629,6,-10.358,0,0.0745,0.127,0.0,0.74,0.689,127.023,142413,4
455,Ariana Grande,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,85,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,4
456,The Weeknd,Blinding Lights,0sf12qNH5qcw8qpgymFOqD,91,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
457,Dennis DJ,Joga no Waze,5yzHDb35PuJFm2lz1ywYgX,65,0.817,0.901,9,-4.503,0,0.108,0.245,0.0,0.0635,0.678,139.884,166759,4
458,Niall Horan,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,89,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,4
459,OUTROEU,Não Olha Assim Pra Mim,6Nhhr4fy6YKwLfoo3GDugB,64,0.381,0.321,11,-13.065,1,0.0439,0.578,0.0,0.111,0.325,81.792,212320,4
460,Mc Lele JP,Tiger Preta,4FH2oGJM4RcCKNoKDtHTQb,64,0.931,0.568,5,-2.6,0,0.252,0.479,0.0,0.0759,0.862,131.913,207273,4
461,Costa Gold,30 Bandido!,5x9FUcABwqYAOMptRedOku,64,0.9,0.781,1,-5.452,1,0.159,0.108,0.0,0.0513,0.79,135.025,165150,4
462,Raça Negra,Cheia de Manias,1wtLEFD3kYHydIrPoB1TPj,65,0.833,0.851,7,-6.859,0,0.0768,0.21,0.000174,0.303,0.776,95.011,227453,4
463,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,6OsMu5ntYteQzcCrZVWA33,64,0.815,0.887,9,-6.386,0,0.0459,0.596,0.000148,0.0978,0.953,172.032,155638,4
464,Pk,Acabou (Papasessions #5) [feat. CALIFFA],7hKXUAgfmgtPvA3ARl5jCw,64,0.663,0.422,7,-8.706,0,0.112,0.697,0.0,0.128,0.604,123.237,259260,4
465,Lexa,Amor Bandido,0RGl0fzlDVvoAZBFX0eho7,65,0.715,0.537,1,-6.558,1,0.0285,0.589,0.0,0.132,0.455,100.028,208000,4
466,Xamã,Um Drink no Inferno,2TyGVInCFqKCNflq2WcQZW,58,0.775,0.436,0,-9.611,0,0.297,0.355,6.92e-06,0.277,0.303,127.993,168750,4
467,Gustavo Mioto,Cala Boca Coração,1Vze6OD3pvDiKRQ2aOoWJ9,49,0.61,0.933,0,-2.642,1,0.272,0.416,0.0,0.714,0.714,169.739,178283,4
468,Mano Walter,Monta Logo Vai,6Fy2jcYzVfej3EfElB3XVK,64,0.771,0.96,8,-3.126,1,0.0757,0.648,0.0,0.233,0.961,166.095,141048,4
469,Leo Santana,Eu Não Vivo Sem Ela - Ao Vivo Em São Paulo / 2019,6OhGPLDNfBITvPqbpSMcfK,44,0.585,0.93,3,-5.717,0,0.0687,0.0701,0.0,0.943,0.684,149.143,188523,4
470,Papatinho,"Como ela vem (feat. Luccas Carlos, Xamã, PK e Orochi)",17arbOEI0m070vJ9ILOmAR,64,0.809,0.51,10,-8.064,1,0.0779,0.692,1.53e-06,0.133,0.645,129.958,223385,4
471,Vitor Kley,Adrenalizou (Le Dib Remix),62tmLyJhGBb1rJLodnH7ub,65,0.711,0.776,9,-4.977,1,0.0446,0.165,1.51e-06,0.0481,0.624,124.09,191250,4
472,Dilsinho,Santo Forte (Ao Vivo) (feat. Luan Santana),1ekX8JX7LF3AyxI0nyOzvB,64,0.583,0.683,1,-7.368,1,0.0386,0.711,0.0,0.921,0.779,143.868,189335,4
473,Lagum,Detesto Despedidas,2SFfTNh0UIhNQQDoUBEi3S,64,0.801,0.663,6,-9.307,1,0.108,0.0856,8.55e-06,0.117,0.638,94.053,174721,4
474,Pezão,Morena,3fWhwTdoZXScaoGReWzvtv,64,0.703,0.458,11,-10.077,0,0.0374,0.0656,0.0,0.0807,0.631,150.206,149200,4
475,Kemuel,Aba - Ao Vivo,5zfFRWu8IjmH6g84pBOHbO,64,0.211,0.563,3,-6.632,0,0.0335,0.079,0.0,0.703,0.106,135.873,348364,4
476,Clau,Também Quero,3bIVh3GF7hNqPpJYxzCcxU,64,0.662,0.571,0,-8.501,0,0.177,0.644,2.44e-06,0.123,0.685,96.059,216935,4
477,Juan Marcus & Vinícius,Cortesia - Ao Vivo Em São José Do Rio Preto / 2019,6gZBeMGcFABOIQK1ot27OP,64,0.727,0.552,7,-11.46,1,0.126,0.709,0.0,0.63,0.806,125.825,186760,4
478,Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,86,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,4
479,Casa Worship,Eu Te Vejo Em Tudo,4HBaK1oMKuH6KYEVCJq1pg,64,0.399,0.647,8,-6.497,1,0.0358,0.511,0.0172,0.366,0.143,129.851,346697,4
480,Grandes Encontros,Camisa 10 / Curtindo a Vida,6jAxt6o9NTryB1oWaWyRQX,64,0.427,0.641,11,-6.136,0,0.0442,0.712,0.0,0.118,0.665,108.821,244667,4
481,Ferrugem,Chopp garotinho,1XKbgEelWqRkilDM0PrTVz,64,0.615,0.731,9,-6.918,1,0.053,0.158,0.0,0.119,0.963,175.772,185170,4
482,Paula Fernandes,Juntos,2PIWldP9oUhb9iqe3EJh1e,64,0.687,0.411,3,-8.619,1,0.0338,0.866,0.0,0.0967,0.184,101.851,204000,4
483,Diplo,Lonely (with Jonas Brothers),4fwo6czG5nvOQMzhOto1ya,85,0.738,0.717,1,-5.121,1,0.0573,0.062,0.0,0.205,0.5,98.047,139813,4
484,Hugo & Guilherme,Baba de Ex - Ao Vivo,2mxfHRTpcuDDY9FgjA5p3j,64,0.745,0.606,10,-7.571,1,0.0713,0.587,0.0,0.871,0.771,113.999,169768,4
485,Mc Poze do Rodo,Os Coringas do Flamengo,4rXfZWzgv6L4IoZ23bdkal,64,0.813,0.955,6,-5.352,1,0.258,0.453,0.0,0.947,0.621,150.173,172153,4
486,Leozin,Chega de Falar de Ice,4ZuEttXMaxG0k940Azbu4F,64,0.609,0.464,11,-8.509,1,0.212,0.222,0.0,0.104,0.265,129.824,177245,4
487,Chemical Surf,I Wanna Do,7CLsVSQAa4BPp1dUt2YLXY,67,0.819,0.802,5,-7.214,0,0.121,0.00414,0.897,0.125,0.131,124.028,184355,4
488,Pixote,A Culpa É do Coração - Ao Vivo,4YLLpGl1Arq6mGOSfjg04O,64,0.634,0.775,10,-6.943,1,0.0691,0.745,0.0,0.483,0.653,84.972,172196,4
489,Djonga,TIPO,78qClcxizF1otoEWRi2OBb,64,0.709,0.459,0,-8.145,1,0.436,0.426,0.0,0.082,0.505,95.792,229077,4
490,DJ PH DA SERRA,Água Rosa,7gDtKPMPSw2ov5DQ0LSpwX,64,0.743,0.422,7,-6.513,1,0.0293,0.386,0.0,0.0787,0.378,130.098,198504,4
491,Pk,Como pode,5PJPkk4UJ68M1753ivfqED,64,0.674,0.789,7,-5.395,0,0.0469,0.764,0.0,0.103,0.538,150.166,121600,4
492,Now United,Legends,491kWEsi6zxZAJAYuRJBR2,65,0.728,0.696,1,-5.855,1,0.078,0.154,6.56e-06,0.164,0.532,101.938,209531,4
493,Leozin,Flutuo,2WEni6RxGtoWaask5A6Kok,64,0.731,0.554,1,-5.804,0,0.154,0.626,0.0,0.134,0.302,75.987,205263,4
494,Michel Teló,Casal Modão - Ao Vivo,1CzywvIGHWkOu5BTLPmIZC,64,0.726,0.803,0,-5.595,1,0.0798,0.568,0.0,0.562,0.838,126.144,166662,4
495,Thiago Brava,Já que me ensinou a beber,4aajF8YX6i8guXdLaW82eS,64,0.665,0.904,5,-5.052,0,0.0369,0.415,2.12e-06,0.102,0.939,164.027,134355,4
496,Now United,Parana,0jPgnO4CvFTqkCIlyB28sU,64,0.702,0.869,7,-5.397,1,0.0442,0.0345,0.00461,0.0492,0.547,105.014,213230,4
497,Mc Don Juan,Dor de Cabeça,7BuAL61SozCjzzaDInr4RE,64,0.649,0.676,6,-3.792,1,0.368,0.0372,0.0,0.169,0.492,86.639,172154,5
498,Wesley Safadão,Tão Diferente - Ao Vivo,01XCI7vHKRvzWsDZBs3cRe,64,0.774,0.807,0,-5.339,1,0.103,0.0402,0.0,0.872,0.271,149.877,175893,4
499,Matheus & Kauan,Tem Moda Pra Tudo - Ao Vivo,11KS9tNAAQJW7jTq7W1WcD,64,0.792,0.825,11,-5.302,1,0.158,0.399,0.0,0.643,0.787,129.93,138410,4
500,MC Rick,Nada Vai Mudar,5GlGQL3kO41azAED4dzHVI,64,0.922,0.362,9,-8.053,1,0.236,0.338,0.0,0.113,0.269,129.908,156996,4
501,Anderson & Vei da Pisadinha,Solinho Agressivo,3B5qOjqzBFyjJL0NBp5kQ6,64,0.718,0.926,4,-2.662,0,0.0447,0.462,6.14e-05,0.534,0.309,170.053,151925,4
502,Gustavo Mioto,Pro Nosso Bem - Ao Vivo,73u22uLsakf8W12suab1QO,64,0.475,0.855,9,-3.036,1,0.306,0.307,0.0,0.921,0.623,165.141,194219,4
503,Bom Gosto,Balanço por Você - Ao Vivo,73WpXYXqQFUuSkIul0VzSI,64,0.427,0.703,9,-7.007,1,0.0487,0.575,0.0,0.935,0.7,84.44,208512,4
504,Jovem Dex,Tipo uma Glock,0uv71i1waQbyRjZT86Fctu,64,0.875,0.559,1,-8.9,0,0.281,0.00592,0.0,0.161,0.456,140.02,125156,4
505,MC Rick,Mec Mec Tranquilin,3UwiGQuQMTGhwVPQLWqyvM,64,0.828,0.322,9,-10.394,1,0.385,0.445,0.0,0.112,0.36,86.68,162429,3
506,KVSH,Potter 2.0,0ydXuJ0euzW2dJ3wOpZrqa,64,0.691,0.912,6,-4.404,1,0.065,0.0555,0.517,0.22,0.487,124.119,147097,4
507,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,81,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4
508,Emicida,AmarElo (Sample: Sujeito de Sorte - Belchior),1BeAxDuc9FbQNWvXWlO66W,64,0.558,0.762,8,-6.355,1,0.372,0.0344,2.19e-05,0.0277,0.535,172.062,321493,4
509,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,81,0.649,0.538,7,-11.196,0,0.0519,0.372,0.00632,0.0951,0.496,144.979,202193,4
510,Pabllo Vittar,Ponte Perra,3pDmxI5F2cNRcTxOd89TjV,65,0.733,0.662,10,-6.705,0,0.242,0.0691,2.05e-05,0.0902,0.382,175.853,133373,4
511,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,85,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
512,Sebastian Yatra,Te Regalo,3UyZaM0l0uUbXloVHeEQdW,5,0.661,0.672,9,-6.684,1,0.124,0.213,0.0,0.277,0.527,173.99,181080,4
513,Vitinho,Sem Perceber - Ao Vivo,35QVA4aLkkfiooChOruhy6,63,0.505,0.75,11,-6.347,1,0.0456,0.737,0.0,0.95,0.745,75.935,214502,4
514,Matheus & Kauan,Consórcio - Ao Vivo,7tU3GVhGsQFZze6C5vIwQ5,63,0.631,0.807,0,-5.857,1,0.0545,0.27,0.0,0.675,0.45,114.924,193009,4
515,Omulu,Meu Jeito de Amar,08HdbdAWWqSyliHjMG6XmH,64,0.732,0.67,5,-6.544,0,0.0677,0.298,2.3e-05,0.083,0.746,149.655,168800,4
516,Sidoka,Sommelier,3HOlhweyZyyD8QSTZjI63I,63,0.777,0.739,10,-5.746,0,0.168,0.428,0.0,0.103,0.681,134.918,174298,4
517,MC Kevin o Chris,Pitbullzado Loratcho Bradock,7JIR5Q5e4xZYJiawteEJmN,63,0.715,0.767,0,-4.335,1,0.282,0.638,1.73e-05,0.0528,0.441,112.46,160105,3
518,Os Barões Da Pisadinha,Tá Complicado,3ufyezBXK8xgyb6MHLxLBC,63,0.718,0.877,5,-6.559,1,0.0419,0.568,0.0,0.0621,0.94,171.981,152842,4
519,Mc Rebecca,Sento Com Talento,1ayKFais9elFBwE3zqN4Ar,63,0.668,0.58,11,-5.173,0,0.371,0.0273,0.0,0.0802,0.587,96.256,112000,5
520,Dilsinho,Deixa pra Amanhã,5Gx6pZjYBSzqYp5braVG7X,63,0.581,0.585,7,-8.998,1,0.0394,0.757,0.0,0.102,0.67,139.916,184176,4
521,Alok,I Don't Wanna Talk,0QgcfIGSmqv9cFxjT0hQAR,63,0.747,0.861,4,-6.396,0,0.111,0.0626,9.96e-05,0.291,0.271,119.965,144000,4
522,João Gabriel,Pézin Na Rua - Ao Vivo No Rio De Janeiro / 2019,75qv4qnNhOyZXzq2fHBjdI,63,0.475,0.864,6,-3.109,1,0.0705,0.255,0.0,0.416,0.772,163.603,161749,4
523,Dfideliz,"Obrigado, Mãe.",6skR4ZtK9TWsLpbxTbectM,63,0.772,0.554,1,-12.911,1,0.0332,0.168,0.0557,0.146,0.546,109.982,157091,4
524,Now United,All Day,3zeq5mYKt6E8NsMWgW0yMR,64,0.639,0.774,0,-5.16,0,0.0435,0.129,0.0,0.0892,0.642,124.967,222287,4
525,Pixote,Saudade Arregaça,0O9dWZhjnYjzPqqFpj4cTb,63,0.667,0.647,10,-9.173,1,0.0381,0.524,0.0,0.0613,0.962,179.895,194168,4
526,James Arthur,Falling Like The Stars,15xWRPHQMeqgdkGzInx3PY,82,0.296,0.351,6,-9.538,1,0.0351,0.823,1.5e-06,0.11,0.19,177.596,212720,3
527,Tiago Iorc,Hoje Lembrei Do Teu Amor,64Z7zO9eYMqznZAw1vXj2i,63,0.689,0.531,6,-9.669,0,0.056,0.269,1.25e-05,0.14,0.685,139.923,243607,4
528,Alok,Tell Me Why,1UAi9ezb5HH3GPP8b8X9t4,63,0.561,0.909,11,-3.66,0,0.0391,0.00527,0.000205,0.351,0.195,123.03,161951,4
529,Jerry Smith,Casalzin,09NrKa9YPiop8aIC8SlmoY,63,0.787,0.731,0,-3.939,0,0.0332,0.466,0.0,0.0551,0.922,143.942,136582,4
530,Daddy Yankee,Que Tire Pa Lante,6RyaV7owmVU6fzEPE17sF1,92,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,4
531,Costa Gold,"Dás Arábia, Pt. 2",4rmLkydzgiALPSBQs3veCR,63,0.762,0.795,10,-5.977,0,0.274,0.395,2.03e-06,0.1,0.737,96.04,258961,4
532,Grupo Revelação,Confie Em Mim - Ao Vivo,689fbpUIgdW3VfLLpRHLha,63,0.685,0.709,5,-9.534,1,0.111,0.177,0.0,0.685,0.692,96.967,200409,4
533,Gabriel Guedes de Almeida,Ele Vem - Ao Vivo,1kD9Gx0BpKPwfz0F32iMOt,63,0.26,0.594,9,-6.845,1,0.0345,0.147,0.0,0.261,0.2,150.846,518880,3
534,Lady Gaga,Christmas Tree,5zQGkJ0gYJLlYgrUHKPHHH,0,0.959,0.376,1,-4.413,1,0.0656,0.00124,0.0,0.0903,0.359,109.046,142267,4
535,Camila Cabello,Easy,46D0hYb1B7qiU33VtXt21W,85,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686,4
536,Delacruz,A Meta É Ficar Bem,317jDgApvz58HaEBRMUGBX,63,0.47,0.595,9,-10.144,0,0.0805,0.605,0.0,0.138,0.326,131.376,290157,4
537,Montenegro,"Eu, Você e a Pinga",5wZrhCystj0juZjqyFMHFR,63,0.716,0.729,11,-4.903,1,0.037,0.0868,0.0,0.222,0.827,133.974,186103,4
538,Zé Neto & Cristiano,Whisky e Gelo - Acústico,3Exj9ecmWalLPR6wHSxDFf,63,0.706,0.696,11,-5.525,1,0.0376,0.64,0.0,0.378,0.378,110.056,153427,4
539,Max e Luan,Castigando,5wSfNKAbyYvovcplF45i4Z,63,0.773,0.691,9,-4.41,0,0.0446,0.598,0.0,0.375,0.882,124.758,160920,4
540,Ed Sheeran,South of the Border (feat. Camila Cabello) - Acoustic,6Kzzkq9sFHm51RwhHswCVc,72,0.735,0.686,9,-4.476,0,0.0329,0.502,0.0,0.101,0.961,93.918,194885,4
541,Lagum,Reggae Bom,6BfpjrOHrbe7K1z9uDI2yG,63,0.669,0.514,8,-9.878,1,0.0745,0.417,0.0,0.197,0.557,67.006,168160,4
542,Orochi,Mitsubishi,3bcduSxypEUxlM5UawQ3kD,63,0.751,0.57,11,-7.017,0,0.209,0.126,0.0,0.101,0.705,110.02,182182,4
543,MC Caverinha,Tipo Gta,3hCzQ8c7PCcPfa9qe95ITg,63,0.828,0.412,10,-12.16,0,0.0835,0.213,0.749,0.0883,0.459,130.034,221571,4
544,Major Lazer,Trigger,0Z26mbSHJ1dkUu7g9DDgif,87,0.57,0.585,8,-7.041,1,0.251,0.128,9.7e-05,0.111,0.378,97.285,171987,4
545,Raí Saia Rodada,Era Eu - Ao Vivo,7iq4fdOEwTc9UMlGAbBSLB,60,0.648,0.851,1,-4.448,0,0.0339,0.578,0.0,0.932,0.801,154.966,173427,4
546,MC Loma e As Gêmeas Lacração,Xonadão,3JjHRSSvw4JttVKb7UTz62,63,0.83,0.734,11,-5.891,0,0.116,0.481,7.07e-06,0.0657,0.622,176.026,147273,4
547,Fernando & Sorocaba,Coração Balada,5SKJqKLR4Eaq04fiHxbABd,63,0.813,0.815,0,-2.817,0,0.0467,0.547,0.0,0.101,0.96,127.012,162624,4
548,Vitinho,50 Tons - Ao Vivo,4N7YAWIUEYqntHh04Qdf8M,63,0.567,0.849,0,-6.379,1,0.0959,0.701,0.0,0.965,0.839,149.826,199668,4
549,Camila Cabello,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,72,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4
550,Dennis DJ,Relaxa e Toma,2hJTyY3pUCyvFGdYCMVv8I,63,0.838,0.866,11,-7.108,0,0.436,0.451,0.0,0.275,0.71,150.077,108729,4
551,Wesley Safadão,Maior Volta por Cima - Ao Vivo,0NLrH4f02eVXDhWG9wm6M1,63,0.707,0.789,5,-3.787,1,0.0454,0.0559,0.0,0.0729,0.917,127.949,172590,4
552,Drake,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,90,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4
553,Sadstation,Terça de Tarde,2XyHmHCOvNogoRiWBA1L1I,63,0.842,0.328,6,-13.401,1,0.394,0.836,0.0,0.0925,0.942,146.019,109683,4
554,Ferrugem,Distante do seu mundo - Ao vivo,6dVsImIdhhSrCBDRx6OuE7,63,0.498,0.803,6,-6.566,0,0.0351,0.53,0.0,0.921,0.867,153.917,213854,4
555,Grandes Encontros,Mundo de Oz / Telegrama,3EWymISWnIH0buyKy0s6q4,63,0.557,0.707,0,-7.366,1,0.0354,0.776,7.97e-05,0.377,0.808,82.025,319446,4
556,Diego & Victor Hugo,Entregador de Flor - Ao Vivo em Brasília,3CrzNxy6e6MiUSBPlzCKFO,63,0.376,0.834,2,-4.303,1,0.08,0.549,0.0,0.412,0.329,125.171,190276,4
557,Camila Cabello,Cry for Me,40nPimvmG05WYS7983bawZ,79,0.721,0.805,9,-4.134,0,0.0927,0.05,0.0,0.153,0.653,118.058,189133,4
558,Kiaz,Pode Ficar,2OdpAgIBg4ohA7QiVMSBCR,63,0.521,0.544,2,-10.858,1,0.425,0.753,4.15e-06,0.111,0.621,101.864,196176,4
559,Sidoka,Petalaz,7jl65cMmrserp2QNDhifOC,63,0.844,0.62,6,-7.424,0,0.232,0.199,0.0,0.116,0.497,133.958,194342,3
560,Sia,"Genius (feat. Sia, Diplo, and Labrinth)",4xigPf2sigSPmuFH3qCelB,77,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,213707,4
561,Maiara & Maraisa,Minha Pessoa Errada (Um Pelo Outro) - Ao Vivo,6wGbzy7SmOedf5dWPYUHH6,63,0.698,0.757,2,-5.141,1,0.137,0.467,0.0,0.702,0.687,157.008,197995,4
562,Os Barões Da Pisadinha,Se Mordendo De Raiva,2ZjsOcw7Xcy69gAocHF4zO,63,0.705,0.691,4,-6.393,0,0.0582,0.631,0.0,0.194,0.95,172.035,169587,4
563,Natiruts,Amor Pra Recomeçar,5UincK3sRYDDvmoSHVGuoY,64,0.706,0.493,7,-14.116,1,0.0712,0.23,0.0,0.0899,0.698,124.968,207861,4
564,Elizeu Alves,Sou Casa (Ao Vivo),5TRRTSIsEzdxjG56pKBXvi,63,0.539,0.617,0,-7.271,1,0.0337,0.464,0.0,0.0919,0.25,135.959,275110,4
565,Rodriguinho,Nem Aí / Não Tem Hora e Nem Lugar,1aH24ChRN1kFFcGN3P2wEf,63,0.584,0.751,9,-4.429,1,0.0465,0.407,0.0,0.136,0.61,164.995,329666,4
566,Isaias Saad,Inexplicável Amor - Ao Vivo,2NcbRhEgsbbUYENds2ngGm,63,0.419,0.554,1,-8.09,1,0.0283,0.00557,3.06e-06,0.123,0.136,139.554,337897,4
567,Snoop Dogg,Little Square UBitchU (feat. Anitta),3GRYbb9KX2iGeLMur4FUVs,65,0.897,0.751,7,-5.385,1,0.226,0.337,0.0,0.088,0.772,129.597,134928,4
568,Grupo Clareou,Tem Alguém Sobrando,0uVzmZFTXi09Gre7jt7jQX,63,0.628,0.737,4,-6.444,1,0.0416,0.404,1.29e-06,0.564,0.608,143.945,218084,4
569,Péricles,Ninguém Ama (Ao Vivo na Fonte Nova),7qgriF5S6LAbi44rl80boS,63,0.647,0.752,5,-5.661,0,0.0447,0.564,0.0,0.948,0.652,133.939,197062,4
570,Anitta,Banana,2eSnW4d3A4SyEVhVPmBffa,66,0.752,0.681,11,-6.684,0,0.299,0.0195,0.0,0.0353,0.648,73.233,195619,4
571,Gloria Groove,MAGENTA CA$H,0CyXkBiu5iJdZrzQq4gSuh,63,0.878,0.846,7,-2.459,1,0.167,0.511,0.0,0.0634,0.337,138.066,158261,4
572,Ozuna,Fantasía,40rXWke6SnXiGkSmaT8ZUr,76,0.695,0.719,2,-5.938,1,0.0903,0.227,0.000171,0.0884,0.781,180.074,175187,4
573,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,86,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4
574,Lil Vith,Maison Margiela,7FZ4np0Jv5avuKxCz9vXbH,63,0.955,0.315,1,-11.906,1,0.732,0.00716,2.92e-06,0.304,0.658,125.029,149470,4
575,Jerry Smith,Quem Tem o Dom,2mJOngYlqgfdLMBSxPcJL3,63,0.807,0.782,11,-2.925,0,0.117,0.498,0.0,0.108,0.958,157.953,174315,4
576,Ferrugem,Tá na cara - Ao vivo,0Y9PzDN1xwuMoChukiXOlg,63,0.603,0.674,3,-6.671,1,0.0357,0.717,0.0,0.377,0.703,143.993,185923,4
577,Orgânico,Singular,0nBLYKiFj1foqlxi2YPfAa,63,0.706,0.796,5,-3.316,0,0.204,0.505,0.0,0.0642,0.804,160.182,267000,4
578,Marcos & Belutti,@Isa - Ao Vivo,7ghI7Ocugk2XTdRe6uxDyS,62,0.654,0.951,9,-2.935,0,0.0558,0.288,0.0,0.121,0.913,158.904,156913,4
579,Chris Brown,No Guidance (feat. Drake),7FEwp8BavoEVE3AnxJDchc,82,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
580,Grupo Revelação,Perdoa Amor,5FQDTMAUNoqpfxGWvFuC9E,63,0.628,0.727,9,-6.625,1,0.0355,0.292,0.0,0.0872,0.902,85.171,199982,4
581,BTS,Make It Right (feat. Lauv),314ZkcV7oLWG8yWE7LABvH,87,0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.189,0.345,97.551,226321,4
582,Avicii,Heaven,0vrmHPfoBadXVr2n0m1aqZ,82,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,4
583,Péricles,Mensageiro do Amor - Ao Vivo,5xnV3OfDVAgwMk7Sc95Opl,63,0.572,0.839,0,-5.235,1,0.115,0.498,0.0,0.933,0.7,141.781,233246,4
584,Fernando & Sorocaba,Paraíso (Heaven) - Ao Vivo,2WJdzFwnx0weS4sekT175s,63,0.657,0.74,9,-4.644,1,0.0564,0.0632,0.0,0.491,0.524,160.054,175533,4
585,Rael,Só Ficou O Cheiro (feat. Melim),3lweyqK9BKJOY1pCKTEpnU,62,0.744,0.728,0,-6.971,1,0.0755,0.504,0.0,0.472,0.608,84.003,212480,4
586,Miley Cyrus,Mother's Daughter,2WyRfGeHo97VC5mP1BBSzr,80,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,4
587,Khalid,Up All Night,1mpD5Q8IM32I4bF6eCpU74,88,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220,4
588,Márcia Fellipe,Drive Thru,38KJTf0TiQAhb5gPNQT3Bp,63,0.596,0.88,8,-3.788,1,0.0323,0.193,5.37e-06,0.112,0.905,154.058,150961,4
589,Péricles,No Fundo dos Meus Olhos - Ao Vivo,6aI0ILvU32mY1L2u4sFzNU,63,0.53,0.67,0,-5.788,1,0.0504,0.709,0.0,0.972,0.704,144.177,211472,4
